"Id","Area","Perim","Capacity","BC_d10000_p0.01_beta0_Cvroliki","BC_d20000_p0.01_beta0_Cvroliki","BC_d50000_p0.01_beta0_Cvroliki","Dg_Cvroliki","CF_beta0_Cvroliki","F_d20000_p0.01_beta1_Cvroliki","BC_d542300_p1.0E-10_beta0_Cvroliki","d_EC_d524300_p1.0E-10_Cvroliki","Cvroliki_cluster21","BC_d654500_p1.0E-10_beta0_Clunulatus"
"123","1.468E9","180000.0","1.468E9","2.285722795113828E-147","4.9105733351776986E-74","5.823547187964177E-30","23.0","492.4955651342397","2.7740621396664553E9","4.7646616091714E-14","0.00981040353787343","179","1.0533306833377002E-11"
"124","5.966999999999993E9","723999.9999999995","5.966999999999993E9","4.970658179191563E-112","2.2300490896599775E-56","5.800154671234998E-23","48.0","286.5517785871413","84405.14735083768","8.345330181273589E-11","0.024054631703709202","234","4.2719397837728816E-11"
"125","4000000.0","8000.0","4000000.0","9.487811398614903E-114","3.189836088793591E-57","3.331839556455765E-23","44.0","149.92312894828612","424396.74919841805","8.298353818409678E-11","5.398179903582427E-6","249","3.4065064660254563E-10"
"126","3.23E8","86000.0","3.23E8","1.0495109346619873E-136","1.0256760653142954E-68","6.883222790785398E-28","9.0","48.39789871770708","0.004042437666432411","4.564900072513081E-13","6.111571670559561E-5","243","0.0"
"127","3.678999999999979E9","299999.9999999994","3.678999999999979E9","8.675893301512334E-143","9.314447542131703E-72","3.8695711856138823E-29","20.0","395.4693141132095","1.0616360341212056E9","7.978629293009682E-14","0.016712797317438084","179","1.4038218874041741E-11"
"128","9.2E7","42000.0","9.2E7","2.7039734553812434E-118","1.6443764297952385E-59","3.0690642574167744E-24","47.0","181.46336856852167","1.6745790505032415E7","1.526572584916988E-11","6.343827018780855E-5","234","1.0688439787606794E-10"
"129","3.69E8","102000.0","3.69E8","0.0","0.0","0.0","11.0","101.2439418708703","95573.74081189912","0.0","1.046425752575474E-4","243","3.11936152563811E-11"
"130","1.169E9","274000.0","1.169E9","2.7540683506897563E-132","1.659538595721641E-66","4.875228131379882E-27","49.0","236.7587268599742","1341225.8683330615","7.41617935648694E-13","0.0016350342342752776","234","8.903851338304555E-11"
"131","2.5E8","78000.0","2.5E8","1.51668507689837E-119","3.89446411833306E-60","1.722578739677917E-24","12.0","127.32054341620491","150223.48818452458","1.1089480558670536E-11","7.421566270881653E-5","243","0.0"
"132","8.83E8","218000.0","8.83E8","4.87714261933044E-141","6.983654277066482E-71","8.6675424818136E-29","39.0","125.85845155943493","43.33369582226826","1.1981456035721183E-13","4.97211324950409E-4","234","2.037808834179169E-11"
"133","3.88E8","98000.0","3.88E8","2.569848866590109E-131","5.06936767909974E-66","7.6204657697993E-27","14.0","127.73734631937596","5899.929004109983","9.111888748581176E-13","1.0289814483302212E-4","243","0.0"
"134","6.009999999999983E9","503999.99999999907","6.009999999999983E9","0.0","0.0","0.0","31.0","101.04281125634044","1.6231287403243326E-7","0.0","0.021018294028241537","249","0.0"
"135","3.977999999999998E9","359999.99999999977","3.977999999999998E9","8.636959790335641E-113","9.30079384278354E-57","4.1152808190529056E-23","43.0","469.9155770663218","1.8319187972586298E9","6.719681682632855E-11","0.03588845921122656","249","4.100978234150327E-11"
"136","7.33999999999999E9","503999.9999999993","7.33999999999999E9","1.3902491853497668E-245","3.728604545067453E-123","1.0681162684711904E-49","47.0","294.48713391254444","2.2854725684251543E7","2.655952068911448E-23","0.04578391457010703","249","0.0"
